District,Rainfall,Water_Level,Humidity,Temperature,Wind_Speed,Flood_Occurrence
Kanyakumari,8.82,1.65,91.2,30.7,16.2,0
Pudukkottai,0.77,1.42,74.3,31.5,19.8,0
Coimbatore,9.12,0.6,57.4,40.2,13.7,1
Tirupathur,14.81,1.6,65.6,12.5,10.2,0
Nagapattinam,0.98,1.09,72.4,30.1,62.9,1
Erode,0.0,0.3,60.9,36.8,6.3,0
Erode,0.0,1.31,74.7,36.9,5.8,0
Chennai,3.25,0.3,66.5,30.1,13.9,0
Pudukkottai,7.27,0.6,86.5,26.0,26.3,0
Ranipet,0.0,1.21,41.3,35.6,43.5,0
Perambalur,0.0,0.96,40.1,38.2,12.0,0
Tirupathur,188.23,9.39,100.0,14.4,24.9,1
Chennai,93.16,3.8,85.6,26.8,30.0,0
Cuddalore,5.33,2.05,74.9,32.5,14.4,0
Mayiladuthurai,4.07,1.19,85.6,28.7,22.4,0
Salem,0.0,1.07,50.9,35.1,13.4,0
Nagapattinam,5.13,1.97,79.8,28.1,15.1,1
Thanjavur,4.9,3.08,83.8,28.4,7.1,0
Perambalur,0.0,1.26,42.0,32.7,5.9,0
The Nilgiris,133.06,6.54,77.8,20.6,26.8,0
Tiruvarur,28.86,2.49,92.7,32.6,18.3,0
Cuddalore,33.31,0.86,85.3,32.3,55.1,0
Kanyakumari,82.52,4.06,86.5,27.3,61.5,1
Cuddalore,0.11,0.91,80.4,28.1,39.0,0
Ramanathapuram,8.03,1.74,72.0,33.7,16.7,0
Thoothukudi,181.27,5.06,88.8,26.0,53.9,0
Vellore,0.0,0.3,69.1,38.8,17.6,0
Nagapattinam,51.17,2.33,76.0,34.6,41.2,0
Krishnagiri,0.0,1.06,64.4,36.6,24.0,0
Ariyalur,16.44,4.18,78.4,31.8,10.5,0
Thanjavur,54.93,2.83,85.8,28.9,15.3,0
Kanyakumari,12.31,2.78,92.4,31.4,42.9,0
Erode,0.0,1.13,48.4,32.8,16.9,1
Karur,2.78,4.25,71.5,31.5,12.4,0
Tirupathur,141.91,7.66,100.0,16.1,11.7,0
Tirunelveli,0.0,1.23,73.4,38.7,21.8,0
Kanyakumari,103.44,4.46,94.5,27.2,78.3,1
Namakkal,0.0,0.65,52.1,36.6,14.1,0
Salem,0.0,0.99,41.8,35.8,13.0,0
Tiruvarur,28.17,2.52,88.7,27.2,18.1,0
Nagapattinam,215.53,6.64,100.0,21.7,90.7,1
Tenkasi,35.24,3.9,85.8,10.4,9.6,0
Tenkasi,32.81,2.82,88.8,13.5,14.3,0
Kanyakumari,15.59,1.86,69.8,26.4,20.3,1
Namakkal,0.0,1.23,49.5,34.2,11.5,0
Dindigul,43.34,2.55,99.0,11.8,20.7,0
Cuddalore,7.42,1.42,84.1,33.1,41.7,1
Nagapattinam,8.9,1.7,84.3,34.3,17.8,0
Chengalpattu,6.33,0.84,77.1,29.1,24.2,0
Cuddalore,8.02,1.5,89.3,30.3,39.8,0
Tiruppur,0.0,1.13,43.2,32.7,6.6,0
Coimbatore,0.0,1.56,58.4,37.0,6.0,0
Theni,275.94,12.59,100.0,8.2,16.5,1
Madurai,0.0,1.3,62.2,30.4,12.6,0
Perambalur,0.0,1.12,41.8,30.2,25.5,0
Tirunelveli,0.21,1.2,58.6,34.9,31.1,0
Ranipet,0.0,0.86,64.1,32.6,21.0,0
Kallakurichi,0.0,1.04,48.9,35.9,12.2,0
Ramanathapuram,38.52,2.07,85.6,24.7,51.4,0
Thanjavur,9.16,4.58,86.2,33.9,18.5,0
Tenkasi,16.53,2.54,72.3,20.7,5.7,1
Perambalur,0.0,0.6,42.8,35.6,10.4,0
Thanjavur,1.69,3.55,82.7,27.5,6.4,0
Madurai,0.0,0.81,74.4,33.7,10.5,0
Coimbatore,0.0,1.24,68.7,36.9,19.1,1
Karur,7.95,4.27,83.2,29.6,15.0,0
Virudhunagar,0.0,1.05,59.6,38.6,11.6,0
Kanyakumari,26.22,2.07,76.4,31.7,42.1,0
Tenkasi,0.02,2.07,89.6,15.8,14.9,0
Tiruchirappalli,4.31,4.36,69.0,25.4,10.0,0
Vellore,0.0,0.74,68.8,30.2,12.8,0
Sivaganga,0.0,1.07,64.3,38.3,14.0,0
Tiruchirappalli,9.1,3.2,64.7,33.0,17.9,0
Tiruchirappalli,4.33,4.47,69.3,38.3,7.9,0
Tenkasi,20.6,2.14,87.3,16.7,4.9,1
Namakkal,0.0,0.38,55.6,32.0,6.0,0
Kallakurichi,0.0,0.93,64.3,34.0,16.7,0
Krishnagiri,0.0,0.97,42.3,31.8,22.3,0
Tiruvannamalai,0.0,0.98,70.7,36.5,8.3,0
Vellore,0.0,1.46,53.9,38.4,33.2,0
Salem,0.0,1.04,72.6,37.2,25.9,0
Mayiladuthurai,51.29,1.51,80.5,26.3,24.3,0
Theni,4.05,1.06,84.9,19.5,26.5,0
Ramanathapuram,0.16,1.96,70.8,31.7,32.7,0
Madurai,0.0,1.19,70.3,36.1,7.3,0
Kanyakumari,7.39,2.84,84.0,28.1,24.1,0
Ramanathapuram,12.47,0.86,90.4,31.0,18.3,1
Ranipet,0.0,0.8,43.4,41.7,10.2,0
Salem,0.0,1.18,44.3,36.3,26.8,0
Mayiladuthurai,52.7,2.96,91.2,35.6,22.8,0
Cuddalore,9.55,1.4,82.1,32.8,25.6,0
Karur,36.59,3.6,62.0,26.1,10.4,0
Tiruvallur,21.58,2.47,78.1,30.6,31.2,0
Dharmapuri,0.0,1.05,46.2,37.4,18.2,0
Dindigul,31.96,1.85,80.4,16.8,8.8,0
Chennai,50.56,2.21,82.5,29.2,32.8,0
Theni,8.04,2.32,75.9,16.9,15.0,0
Coimbatore,0.0,0.92,66.7,30.4,21.1,1
Nagapattinam,25.08,2.54,89.3,28.8,25.3,0
Coimbatore,0.0,1.2,62.2,37.5,9.8,0
Tiruvannamalai,0.0,1.02,57.6,38.4,11.0,0
Dharmapuri,0.0,1.21,56.3,39.4,17.0,0
Tiruppur,0.0,1.45,71.1,33.3,25.8,0
Madurai,0.0,1.26,52.3,37.1,5.2,0
Mayiladuthurai,3.64,0.3,77.1,30.0,53.0,0
Kallakurichi,0.0,1.8,74.8,35.7,14.7,0
Tenkasi,37.54,3.65,75.2,17.6,13.1,1
Karur,6.67,3.5,56.0,41.7,11.3,0
Ramanathapuram,273.17,7.17,100.0,16.8,64.1,1
Pudukkottai,22.75,2.13,70.8,35.4,71.6,0
Krishnagiri,0.0,0.75,59.9,36.4,7.2,0
Vellore,0.0,0.76,51.3,35.5,7.3,0
Pudukkottai,5.52,0.85,84.6,26.4,33.6,0
Perambalur,0.0,1.14,46.9,33.0,8.6,0
Tiruvarur,21.46,2.72,83.9,30.9,130.0,1
Erode,0.0,0.79,73.9,37.8,11.5,0
Dharmapuri,0.0,1.21,56.1,29.0,10.2,0
Ariyalur,9.9,2.71,81.5,28.6,37.8,1
Madurai,0.0,0.89,40.7,36.1,6.2,0
The Nilgiris,57.1,4.17,72.3,19.3,16.1,0
Chennai,48.44,2.52,93.8,24.9,47.2,0
Nagapattinam,0.31,1.62,71.1,33.6,56.5,0
Salem,0.0,1.02,68.9,30.7,10.1,0
Tenkasi,120.3,7.16,94.7,10.2,10.1,0
Karur,163.92,7.79,83.8,28.4,23.3,1
Ramanathapuram,12.01,2.14,67.1,32.2,18.5,0
The Nilgiris,0.57,1.79,86.8,16.3,11.3,1
Tiruchirappalli,0.01,3.53,84.9,28.8,7.2,0
Pudukkottai,0.04,1.71,91.4,29.6,19.2,0
Tirunelveli,0.0,1.24,60.9,31.2,8.1,0
Thanjavur,75.5,5.08,71.9,35.3,13.0,0
Karur,91.32,5.97,76.1,38.1,17.1,0
Ranipet,0.0,1.25,46.4,35.5,26.4,0
Madurai,0.0,1.06,54.1,37.5,22.0,0
Vellore,0.0,0.68,61.6,34.9,24.8,0
Coimbatore,0.0,1.69,60.4,33.2,5.7,0
Pudukkottai,65.96,2.67,76.1,26.0,29.3,1
Ariyalur,21.2,3.61,78.1,25.9,30.7,0
Tenkasi,37.63,3.53,68.7,21.7,8.4,1
The Nilgiris,61.56,4.31,87.4,17.7,20.2,0
Perambalur,0.0,0.71,66.9,32.2,9.0,0
Perambalur,0.0,1.1,47.5,37.5,10.9,0
Tiruchirappalli,25.63,5.68,64.1,36.0,24.0,0
Ranipet,0.0,0.76,61.1,39.3,25.1,0
Thoothukudi,30.12,2.32,77.3,30.0,52.9,0
Karur,1.62,4.4,68.3,33.0,10.2,0
Thoothukudi,47.55,3.78,92.0,30.9,54.3,0
Kallakurichi,0.0,0.55,61.5,36.9,24.2,0
Tiruvallur,0.18,1.89,86.3,36.3,12.2,0
Chengalpattu,33.19,1.07,85.4,30.3,43.3,0
Karur,3.53,2.77,81.5,33.0,9.5,0
The Nilgiris,5.11,1.74,88.1,16.6,5.8,0
Ramanathapuram,207.61,5.92,100.0,25.5,50.8,0
Perambalur,0.0,1.28,60.8,29.6,13.3,0
Ranipet,6.02,1.03,66.5,31.5,15.6,0
The Nilgiris,85.64,4.25,82.9,11.2,13.5,0
Namakkal,0.0,0.54,50.4,36.7,6.0,0
Tirunelveli,0.0,0.93,46.7,34.3,11.1,0
Tiruvannamalai,0.0,1.05,62.4,34.0,18.6,0
Kanyakumari,340.11,10.76,100.0,20.6,108.0,1
Ramanathapuram,69.02,3.63,86.4,31.8,29.0,1
Ariyalur,5.4,1.98,81.9,35.0,22.7,0
Thoothukudi,6.71,2.63,83.1,31.2,15.6,0
Chennai,10.08,1.18,85.2,32.2,19.4,0
Erode,0.0,0.99,65.4,40.5,10.1,0
Dindigul,60.3,3.49,82.6,10.6,14.6,0
Coimbatore,0.0,1.21,58.0,34.6,6.4,0
Tiruppur,0.0,1.14,66.7,32.2,14.4,0
Namakkal,0.0,0.88,53.7,32.6,9.1,0
Mayiladuthurai,3.82,2.07,80.8,35.2,19.6,0
Ariyalur,5.07,3.41,68.0,36.4,8.4,0
Perambalur,3.92,0.65,65.1,33.2,10.5,0
Cuddalore,4.36,2.15,87.7,27.5,35.2,0
Tiruvallur,80.28,4.3,76.3,32.4,27.5,0
Ariyalur,0.64,3.04,64.5,26.9,37.9,0
Vellore,0.0,0.68,44.9,35.8,53.1,0
Dindigul,11.15,1.18,76.9,21.3,7.7,0
Theni,50.37,3.35,85.5,17.0,32.0,1
Krishnagiri,0.0,1.77,73.8,34.8,8.7,0
Perambalur,0.0,1.31,58.8,40.9,5.6,0
Ariyalur,2.79,2.69,59.6,34.2,13.3,0
Madurai,0.0,0.49,62.5,36.0,8.3,0
Namakkal,0.0,0.84,57.2,33.0,7.5,0
Kallakurichi,0.0,1.4,40.6,35.3,7.7,0
Tirunelveli,5.91,1.16,75.4,33.4,8.6,0
Chennai,12.52,2.11,91.7,29.5,16.8,0
Coimbatore,0.0,1.22,58.1,36.5,12.8,0
Pudukkottai,19.81,2.32,93.9,30.1,22.4,0
Thanjavur,1.97,3.52,83.8,33.1,22.3,0
Viluppuram,0.0,1.02,54.5,32.9,16.8,0
Tiruvannamalai,0.0,0.66,58.3,36.4,27.0,0
Kanyakumari,18.23,2.49,72.1,23.6,16.6,0
Tiruppur,0.0,1.1,45.4,37.5,36.3,0
Tirunelveli,0.0,2.07,45.0,31.9,15.9,0
Chengalpattu,11.31,1.38,80.1,29.8,40.5,0
The Nilgiris,15.71,1.59,71.3,18.6,7.2,0
Mayiladuthurai,0.16,1.23,80.9,33.3,15.2,0
Tiruvannamalai,0.0,1.22,64.8,38.2,32.9,0
Pudukkottai,6.23,0.84,89.7,32.4,61.4,0
Dharmapuri,0.0,0.3,49.0,37.7,9.5,0
Perambalur,0.0,1.11,54.2,35.9,29.8,0
Chennai,24.12,3.11,83.5,30.0,19.7,0
Salem,0.0,0.82,59.7,33.5,11.6,0
Ranipet,0.0,0.87,69.5,31.7,8.8,0
Viluppuram,0.0,1.12,72.7,41.1,11.2,0
Salem,0.0,0.93,49.7,32.3,9.2,0
Dharmapuri,0.0,0.38,63.6,32.2,10.6,0
Thoothukudi,97.59,4.08,86.7,24.2,45.5,0
Chengalpattu,23.43,1.82,75.8,31.8,16.8,0
Ranipet,0.0,1.05,45.1,28.1,10.4,0
Cuddalore,52.68,2.98,89.5,32.8,48.2,0
The Nilgiris,21.31,1.96,90.5,23.6,5.3,0
Cuddalore,30.4,2.6,78.7,29.9,78.8,0
Mayiladuthurai,0.22,1.35,86.3,25.5,27.2,0
Salem,0.0,0.41,68.2,34.3,10.8,0
Sivaganga,0.0,0.44,49.5,30.5,6.9,0
Tiruchirappalli,60.73,4.59,82.6,26.7,34.8,0
Kallakurichi,0.0,0.71,48.4,38.0,12.3,0
Thoothukudi,6.22,1.84,66.1,32.2,75.1,0
Viluppuram,0.0,0.95,51.4,33.7,9.5,0
Tiruvannamalai,0.0,1.19,64.0,33.5,15.4,0
Dindigul,97.55,6.04,72.4,13.2,26.6,0
Dindigul,2.39,1.8,94.4,23.5,7.9,0
Tiruvannamalai,0.0,1.41,64.5,36.5,5.8,0
Namakkal,0.0,1.4,43.8,35.3,19.3,0
Mayiladuthurai,24.92,1.86,70.6,29.2,23.3,0
Salem,0.0,1.81,70.5,31.0,18.8,0
Perambalur,0.0,1.3,70.7,40.1,20.4,0
Tiruppur,0.0,1.06,42.7,36.0,33.7,0
Tiruvannamalai,0.0,0.76,67.4,31.3,21.7,0
Ariyalur,24.56,4.22,70.6,30.7,12.0,0
Tiruvarur,3.72,1.83,75.3,27.9,24.4,0
Tenkasi,3.2,1.68,71.4,22.0,5.4,1
Tiruchirappalli,16.17,2.88,73.9,32.5,13.8,0
Theni,40.85,3.32,92.2,21.6,5.7,1
Tiruvarur,10.3,1.35,74.5,34.4,16.2,0
Erode,0.0,0.83,68.5,33.9,22.1,0
Ranipet,0.0,1.42,63.4,35.6,10.0,0
Thanjavur,2.91,5.2,75.8,30.8,13.5,1
Vellore,0.0,0.85,45.6,36.1,9.4,0
Coimbatore,0.0,0.96,66.0,36.5,7.8,0
Salem,0.0,0.66,64.7,34.7,24.4,0
Pudukkottai,58.0,3.05,88.7,27.3,38.8,0
Mayiladuthurai,24.77,2.32,89.4,33.2,28.1,0
The Nilgiris,0.51,1.0,66.0,21.0,10.5,0
Viluppuram,0.0,1.33,51.9,34.3,20.3,0
Erode,1.63,0.5,65.4,39.3,5.3,0
Dindigul,13.32,1.59,82.3,12.8,5.0,0
Viluppuram,0.0,0.71,64.2,33.1,5.5,0
Dharmapuri,0.0,0.32,47.6,35.5,8.6,0
Dharmapuri,0.0,0.86,69.7,38.9,18.3,0
The Nilgiris,47.24,3.77,68.7,23.1,32.0,1
Tiruvannamalai,25.3,1.5,64.6,36.8,16.7,0
Cuddalore,8.17,1.95,86.1,25.3,54.2,0
Madurai,0.0,0.58,72.6,39.4,15.4,0
Sivaganga,0.0,1.43,74.7,33.5,12.3,0
Dharmapuri,0.0,0.82,42.3,34.1,39.6,0
Theni,85.85,4.58,90.8,16.8,8.7,0
The Nilgiris,6.38,1.71,92.6,12.7,17.2,1
Ranipet,0.0,1.34,55.0,35.0,52.6,0
Tiruvannamalai,0.0,0.82,44.4,35.6,25.1,0
Vellore,0.0,0.83,49.0,32.8,12.4,0
Sivaganga,0.0,0.81,66.5,37.6,6.9,0
Chengalpattu,0.58,1.9,91.7,34.6,26.7,0
Karur,3.43,2.94,78.1,35.6,8.1,0
Krishnagiri,0.0,1.09,45.2,34.3,16.4,0
Thanjavur,100.95,6.01,83.3,28.2,19.6,0
Chennai,35.15,1.62,76.7,27.5,39.0,0
Madurai,0.0,0.34,63.9,38.1,11.1,0
Kanyakumari,19.88,1.24,89.4,28.4,42.5,0
Sivaganga,0.0,0.98,71.1,36.4,18.1,0
Erode,0.0,0.3,62.3,33.4,23.1,1
Ariyalur,69.34,4.45,84.9,34.5,19.6,0
Vellore,0.0,1.42,44.0,36.0,18.8,0
Namakkal,0.0,1.26,40.3,35.0,10.2,0
Tirupathur,3.2,1.1,75.4,16.4,19.3,0
Dindigul,1.94,1.68,65.4,16.7,8.3,0
Namakkal,0.0,0.63,42.7,35.3,13.5,0
The Nilgiris,45.35,3.37,79.4,22.7,12.8,0
Madurai,0.0,0.94,68.6,34.8,21.7,0
Cuddalore,42.94,1.96,81.8,27.0,27.9,0
Tiruppur,0.0,1.2,63.5,42.0,14.7,0
Erode,0.0,1.44,54.8,36.6,18.2,0
Ariyalur,14.75,4.0,64.1,34.7,7.5,0
Ariyalur,53.98,4.19,80.0,33.9,10.7,0
Kanyakumari,23.56,2.67,75.7,28.5,23.8,0
Perambalur,0.0,0.4,45.0,39.3,11.8,0
Tiruvarur,13.77,2.73,80.1,36.4,23.6,0
Nagapattinam,12.13,1.82,87.2,26.1,30.5,0
Nagapattinam,143.33,4.45,89.7,29.6,68.8,1
The Nilgiris,52.81,3.2,96.2,13.4,6.9,0
Dindigul,33.8,2.6,83.2,21.9,20.0,0
Tiruchirappalli,13.34,2.94,84.1,34.1,13.8,1
Madurai,0.0,0.74,63.0,37.7,10.5,0
Theni,13.74,1.96,85.0,23.9,6.9,0
Tiruvallur,28.4,2.38,83.6,32.5,22.1,0
Erode,0.0,1.09,65.8,37.1,8.6,0
The Nilgiris,54.37,3.45,94.1,21.8,13.2,0
Ranipet,0.0,0.43,57.4,38.6,7.7,0
Theni,26.75,2.08,63.3,13.0,10.6,0
Sivaganga,0.0,1.25,64.0,28.4,6.4,0
Tiruppur,0.0,0.69,51.2,38.3,17.8,0
Erode,0.09,0.87,47.2,24.1,6.8,0
Namakkal,0.0,1.12,49.5,40.8,7.7,0
Chennai,50.64,3.96,72.8,29.1,24.8,1
Dharmapuri,0.0,0.75,51.0,35.3,6.2,0
Namakkal,0.0,1.1,49.3,35.8,19.3,0
Erode,0.0,0.3,54.4,32.5,9.6,0
Tirupathur,21.77,2.77,83.4,18.7,9.1,0
Kallakurichi,0.0,1.38,57.8,34.8,9.0,0
Viluppuram,0.0,1.04,63.9,37.6,7.5,0
Mayiladuthurai,0.75,0.85,69.7,28.4,28.4,0
Thanjavur,6.48,0.3,59.1,30.3,15.4,0
Salem,14.66,1.52,75.4,31.8,18.3,0
Dindigul,18.83,1.96,85.6,27.3,8.3,0
Virudhunagar,0.0,0.3,42.8,31.0,9.3,0
Tirunelveli,0.0,0.64,67.4,36.0,35.8,0
Karur,116.55,7.22,83.1,24.4,24.8,0
Dharmapuri,0.0,0.83,69.8,33.3,39.3,0
Tiruvarur,25.18,1.25,91.2,26.1,17.7,0
Coimbatore,0.0,1.05,71.6,36.8,6.4,0
Madurai,0.0,1.26,62.5,34.7,34.0,0
Karur,0.05,2.88,55.4,36.8,18.8,0
Tiruvallur,56.61,3.63,75.9,23.7,34.9,0
Tiruvannamalai,0.0,1.04,58.2,33.8,7.5,0
Sivaganga,0.0,1.26,56.1,36.4,6.6,0
Kanyakumari,1.38,1.01,71.9,33.2,33.3,0
The Nilgiris,4.13,1.8,89.6,19.1,4.3,0
Tirupathur,5.65,1.51,65.2,16.4,10.7,0
Tiruchirappalli,38.7,5.77,75.7,33.3,27.8,0
Viluppuram,0.0,1.44,72.5,30.7,13.4,0
Nagapattinam,27.34,1.42,90.0,32.3,50.8,0
Karur,0.0,1.77,56.0,38.2,15.2,0
Madurai,0.0,0.65,72.5,31.2,13.6,1
Nagapattinam,64.19,2.09,78.6,25.8,49.3,0
Dindigul,29.25,1.51,90.6,17.5,8.8,0
Thanjavur,3.89,3.56,57.9,30.1,19.8,1
Viluppuram,0.0,1.3,56.3,37.2,33.0,0
Pudukkottai,0.01,1.14,80.1,29.1,15.5,0
Cuddalore,2.53,1.15,73.6,35.6,33.8,0
Sivaganga,0.0,1.01,50.3,38.1,6.6,0
Dindigul,19.27,2.51,66.0,22.6,9.5,1
Virudhunagar,0.0,1.19,59.2,31.9,17.8,0
Madurai,0.0,0.3,66.0,35.1,7.6,0
Perambalur,0.0,1.04,44.0,34.7,24.9,0
Thoothukudi,159.67,4.9,84.9,28.9,50.2,0
Erode,204.0,5.28,98.3,29.5,30.8,1
Tirunelveli,0.0,0.81,45.3,27.7,7.5,0
Tiruppur,0.0,0.61,62.8,37.8,6.0,0
Krishnagiri,0.0,1.21,63.7,26.6,20.0,0
Tirupathur,1.37,0.32,61.2,13.8,7.5,0
Dharmapuri,0.0,0.93,55.4,37.1,25.8,0
Tiruchirappalli,0.16,3.02,84.6,33.8,10.1,0
Thanjavur,10.22,3.48,85.8,34.8,8.4,0
Pudukkottai,2.85,1.21,76.9,34.1,30.9,0
Chennai,8.61,2.11,66.7,27.9,37.4,0
The Nilgiris,12.92,1.22,81.9,16.5,9.3,0
Tirupathur,14.89,0.54,65.8,19.6,13.9,0
Pudukkottai,6.0,2.12,69.0,31.9,13.8,0
Ranipet,0.0,1.27,40.8,32.2,16.0,0
Tiruchirappalli,5.49,3.43,65.2,27.8,10.9,0
Tiruppur,0.0,0.71,63.3,35.8,10.6,1
Karur,10.25,3.41,67.0,35.0,7.2,0
Ramanathapuram,2.56,0.9,72.6,25.5,30.2,0
Chennai,6.38,2.9,86.2,29.5,20.5,0
Coimbatore,0.0,1.67,51.5,36.6,13.8,0
Salem,0.0,0.81,46.6,30.8,15.4,0
Mayiladuthurai,6.31,0.98,90.1,31.5,30.7,0
Tirupathur,69.12,3.83,92.9,14.1,22.2,0
The Nilgiris,15.9,1.55,75.5,21.7,16.0,0
Cuddalore,24.88,0.94,86.0,33.7,27.7,0
Ranipet,0.0,0.82,47.0,32.4,7.0,0
Tenkasi,117.71,5.63,100.0,13.5,12.1,0
Sivaganga,0.0,0.67,69.2,35.9,8.5,1
Chengalpattu,8.92,1.47,69.7,31.4,22.0,0
Namakkal,0.0,1.26,53.3,30.8,9.7,0
Coimbatore,0.0,0.71,57.0,32.0,5.8,0
Erode,0.0,0.43,54.2,32.6,6.4,0
Thanjavur,7.54,2.79,69.5,33.0,28.8,0
The Nilgiris,1.18,1.65,94.6,16.0,7.7,0
Dharmapuri,0.0,1.33,55.5,34.4,16.1,0
Tirunelveli,0.0,0.56,46.8,34.2,6.8,0
Madurai,0.0,0.9,56.0,29.8,8.3,0
Theni,9.24,1.78,82.7,16.2,7.0,0
Vellore,0.0,1.36,73.1,39.8,31.7,0
Ramanathapuram,110.53,3.98,89.1,34.5,65.7,1
Thanjavur,21.53,4.52,69.2,30.5,14.1,0
Karur,0.36,2.2,64.8,36.7,6.2,0
Chennai,65.05,2.89,78.6,33.9,35.9,0
Cuddalore,10.98,2.06,87.2,30.5,30.2,0
Tiruvallur,95.19,3.02,79.2,23.9,50.5,0
Ranipet,0.0,1.4,64.1,37.1,27.7,0
Kanyakumari,46.88,3.94,84.8,28.6,48.5,1
Ramanathapuram,12.27,1.66,78.4,31.5,46.5,0
Tiruvarur,1.78,1.02,84.5,29.7,32.2,0
Chengalpattu,10.05,1.59,78.4,32.4,51.4,0
Tiruppur,0.0,0.88,60.7,31.8,7.9,0
Tiruvannamalai,0.0,1.26,48.4,31.6,20.2,0
The Nilgiris,5.73,1.23,81.7,15.5,5.1,0
Krishnagiri,0.0,0.96,73.2,37.6,24.2,0
Ariyalur,22.68,4.23,67.9,25.4,9.9,0
Tiruvallur,2.89,1.09,76.7,36.6,33.5,0
Theni,6.2,0.84,79.2,19.7,27.5,0
Namakkal,0.0,1.64,52.9,30.0,13.3,0
The Nilgiris,118.23,6.26,95.7,11.7,12.6,1
The Nilgiris,19.64,1.81,70.2,18.0,14.1,0
Pudukkottai,80.52,3.23,91.0,26.8,63.3,1
Thanjavur,7.98,5.45,66.6,29.1,17.3,0
Vellore,0.0,1.15,64.6,33.8,8.6,0
Erode,0.0,1.05,41.4,31.1,23.0,0
Thanjavur,23.95,4.24,83.0,31.5,13.6,0
Tiruvallur,25.12,2.51,81.3,32.1,16.8,0
Mayiladuthurai,32.47,2.53,70.2,31.6,29.1,0
Perambalur,0.0,1.42,61.7,34.0,6.8,0
Nagapattinam,19.74,2.83,74.2,28.7,16.0,0
Viluppuram,0.0,0.3,65.1,31.8,36.5,0
Kallakurichi,0.0,1.65,55.2,33.9,12.5,1
Cuddalore,184.66,7.17,88.6,23.2,47.7,1
Tiruchirappalli,1.48,2.69,78.1,30.2,7.9,1
Tenkasi,1.69,1.3,64.3,20.5,10.9,0
Mayiladuthurai,10.01,1.24,81.6,30.0,40.3,0
Tiruvarur,69.26,2.68,78.8,31.1,54.5,0
Krishnagiri,0.0,0.62,54.8,36.6,10.5,0
Ranipet,0.0,0.77,58.4,37.2,10.5,0
Dindigul,31.79,1.27,73.7,20.1,7.8,0
Perambalur,0.0,0.69,40.7,39.5,18.3,0
Pudukkottai,5.16,2.23,84.6,30.0,19.8,1
Viluppuram,0.0,0.3,44.2,36.0,5.2,0
Karur,64.99,4.76,89.4,30.4,25.7,0
Pudukkottai,171.74,5.66,91.0,23.4,47.7,1
Krishnagiri,0.0,1.19,54.8,30.7,7.0,0
Kallakurichi,0.0,0.3,61.1,43.3,15.6,0
Tiruchirappalli,14.47,4.76,59.0,38.2,19.0,0
Karur,0.04,3.74,83.0,34.6,6.8,0
Tiruvannamalai,3.37,1.37,69.4,30.3,5.5,0
Tirunelveli,0.0,0.69,57.9,36.9,20.0,0
Thanjavur,2.48,2.05,72.7,33.8,11.3,0
Pudukkottai,72.61,3.52,93.6,31.9,60.9,1
Thoothukudi,29.38,3.26,76.9,33.7,39.6,0
Tirupathur,202.19,9.97,100.0,10.5,26.4,1
Chengalpattu,42.95,0.74,70.9,33.2,57.3,0
Thanjavur,4.35,3.37,59.6,31.5,30.4,0
Tiruvannamalai,0.0,1.02,64.4,38.1,13.7,0
Tiruchirappalli,8.87,3.36,77.4,32.3,13.8,1
Viluppuram,0.0,1.16,64.0,34.3,12.0,0
Krishnagiri,0.0,1.12,58.2,35.5,5.7,0
Tiruppur,0.0,0.83,63.8,33.8,15.7,0
Mayiladuthurai,35.05,1.27,73.1,36.8,38.8,0
Chennai,3.79,2.61,69.6,31.2,37.8,0
Tiruchirappalli,1.08,2.62,64.0,29.1,17.8,0
Tirunelveli,0.0,1.23,56.7,33.2,10.8,0
Thanjavur,6.43,5.57,73.7,27.3,9.3,0
Chennai,47.77,2.84,95.4,35.6,26.0,0
Chennai,1.62,2.87,83.8,32.8,29.3,1
The Nilgiris,78.32,4.81,93.6,15.6,13.9,0
Dindigul,27.63,2.39,87.7,14.5,5.3,0
Namakkal,0.0,1.12,50.2,35.0,17.1,0
The Nilgiris,29.69,2.67,93.9,17.6,7.3,0
Madurai,0.0,0.78,55.9,38.9,13.4,0
Sivaganga,0.0,1.17,43.6,32.6,9.2,0
Tiruvannamalai,20.44,1.21,75.8,34.9,22.7,0
Ramanathapuram,1.09,1.89,88.0,34.8,12.5,0
Cuddalore,24.38,1.29,71.1,29.6,26.0,0
Ranipet,0.0,1.21,55.4,37.1,17.9,0
Tiruvallur,22.7,3.28,83.9,35.7,34.8,1
Cuddalore,39.38,3.09,82.1,30.0,56.4,0
Ranipet,0.0,0.3,56.7,38.1,6.4,0
Sivaganga,0.0,1.04,52.9,32.3,6.0,0
Viluppuram,0.0,1.68,41.3,35.5,5.2,0
Ariyalur,20.11,4.41,66.5,28.5,15.7,0
Tiruppur,0.0,0.93,67.8,37.6,7.8,1
Perambalur,0.0,0.78,69.5,34.0,41.5,0
Namakkal,0.0,0.63,56.6,33.2,15.7,0
Erode,0.0,0.36,71.7,31.8,17.7,0
Chengalpattu,24.81,1.28,85.5,30.7,47.2,0
Ariyalur,5.57,2.05,76.5,30.9,7.2,0
Tiruppur,0.0,0.61,41.0,33.6,11.5,0
Cuddalore,35.68,2.74,78.1,29.4,74.8,0
Kallakurichi,0.0,0.67,74.9,33.9,5.0,1
Virudhunagar,0.0,1.15,41.3,35.8,10.8,0
Dindigul,1.21,1.03,85.9,23.0,7.6,0
